arm,first_update,injection_coefficient,latent_cosine,latent_loss,latent_relative_l2,latent_rms,latent_variation_rms,loss,predicted_latent_rms,predicted_state_ce,state_ce,teacher_predicted_kl,token_accuracy,training_seconds,update,updates_in_bin,weighted_latent_loss
baseline,3501,0.0,0.9302097856998444,0.059472429268062114,0.3692817986011505,0.9157446473836899,0.8768512606620789,0.06485559482127429,0.8334362655878067,0.05086247529834509,0.005383165569510311,0.048167903907597065,0.9983724170923233,540.6470280089965,3600,100,0.059472429268062114
baseline,3601,0.0,0.9470449984073639,0.04509972032159567,0.323548786342144,0.9129354953765869,0.8731247037649155,0.05090483348816633,0.8547743409872055,0.04084005020558834,0.0058051132562104615,0.035696566104888916,0.9981974494457245,555.564903033997,3700,100,0.04509972032159567
baseline,3701,0.0,0.9576950669288635,0.03572455465793609,0.2902017906308174,0.9114646464586258,0.8716730326414108,0.04087001267820597,0.867370992898941,0.026070380583405495,0.00514545796206221,0.022608274593949318,0.9984017115831375,570.3770874149976,3800,100,0.03572455465793609
baseline,3801,0.0,0.9645103961229324,0.029897022042423487,0.26649635285139084,0.9106693416833878,0.8704803138971329,0.035073545202612876,0.8751264959573746,0.017621317179873586,0.0051765232463367285,0.014324852731078863,0.9984285664558411,585.3618682259988,3900,100,0.029897022042423487
baseline,3901,0.0,0.9683524817228317,0.026540359128266574,0.25175436958670616,0.9101674556732178,0.8698925822973251,0.031366801168769595,0.8795164525508881,0.012550343992188573,0.004826442120829597,0.011003786465153098,0.9984741401672363,600.2492236699992,4000,100,0.026540359128266574
baseline,4001,0.0,0.9711799770593643,0.02422864057123661,0.2403685823082924,0.9098535776138306,0.870036169886589,0.028721451833844183,0.8822939991950989,0.010863230796530843,0.0044928112870547925,0.00932937185280025,0.9985978406667709,615.228755622,4100,100,0.02422864057123661
baseline,4101,0.0,0.9730550348758698,0.022645957712084056,0.23243262618780136,0.9096151292324066,0.8693435937166214,0.027434088587760926,0.8851894289255142,0.008797856979072094,0.004788130922242999,0.007743874914012849,0.9985091358423233,630.1275325359992,4200,100,0.022645957712084056
baseline,4201,0.0,0.9738952815532684,0.021564612090587618,0.22874163836240768,0.9094534814357758,0.8691214025020599,0.02676880605518818,0.8858772665262222,0.010052764671854675,0.005204194068210199,0.009010014706291258,0.9983187055587769,645.0758234929993,4300,100,0.021564612090587618
baseline,4301,0.0,0.9750346392393112,0.020760688576847316,0.22377172112464905,0.9093178808689117,0.8684457391500473,0.025935299005359413,0.886814296245575,0.007471914286725223,0.0051746103254845365,0.006556578795425594,0.9983716040849686,659.9043969060009,4400,100,0.020760688576847316
baseline,4401,0.0,0.9760729521512985,0.019916684739291667,0.21905655413866043,0.9092016220092773,0.8682807832956314,0.024061186984181405,0.8874340802431107,0.007271415088325739,0.004144502163399011,0.006125538900960237,0.9986718946695328,674.6067892000002,4500,100,0.019916684739291667
